locode,name,lat,lon
GBTLD,Shetland,60.5333,-1.2167
GBTLE,Saint Helens,50.6833,-1.1
GBTLI,Tayvallich,56.0167,-5.6167
GBTLN,Talmine,58.5333,-4.4167
GBTND,Standlake,51.7167,-1.4167
GBTNG,Tingwall Orkney,59.0833,-3.05
GBTNM,Teignmouth,50.55,-3.4667
GBTNN,Hilton,43.2833,-77.6167
GBTNR,Saint Helier,49.1833,-2.1
GBTOB,Tobermory,56.6333,-6.0833
GBTOL,Tollesbury,50.9,-0.5667
GBTOR,Torquay,50.45,-3.5
GBTPB,Thorpe Bay,51.8833,0.75
GBTPO,Torpoint,50.3833,-4.2167
GBTRA,Tranmere,53.3667,-3.0167
GBTRD,Torridon,57.5333,-5.5167
GBTRL,Thornhill,53.35,-1.7
GBTRN,Troon,55.55,-4.65
GBTRO,Trefor,53.0,-4.4
GBTRR,Trearddur,53.2833,-4.6167
GBTRS,South Harris,58.0167,-6.35
GBTSO,Tresco,49.95,-6.3333
GBTTL,Tetney Terminal,53.4833,0.0167
GBTVD,Tividale,52.5167,-2.0667
GBTWL,Tingwall,60.1667,-1.2167
GBTYD,Tyddewi (St David's),51.8833,-5.25
GBTYM,Tynemouth,55.0167,-1.4333
GBTYN,Tyne,55.0,-1.4333
GBUCN,Buchan,57.9,0.0333
GBUEN,Saint Ouen,49.2167,-2.2
GBUFY,Upper Froyle,51.1833,-0.9167
GBUGH,Billingborough,52.8833,-20.0
GBUIG,Uig,57.5833,-6.3667
GBULF,Ulva Ferry,56.4833,-6.1333
GBULL,Ullapool,57.9,-5.1667
GBULS,"Ulsta, Yell",60.5,-1.1667
GBUNS,Bunessan,56.3167,-6.2333
GBUPH,Upholland,53.5333,-2.7167
GBUPI,Uppingham,52.5833,-0.7167
GBUPR,Upnor,51.4,0.5167
GBURT,Sturton by Stow,53.3,-0.65
GBUTS,Stromeferry,57.35,-5.5333
GBUYE,"Uyeasound, Unst",60.7,-0.9167
GBVEN,Ventnor,50.6,-1.2
GBVID,Vidlin,60.3667,-1.1333
GBVOE,Voe,60.35,-1.25
GBVVE,Belgrave,52.65,-2.1667
GBWAB,Wadebridge,50.5167,-4.8333
GBWAX,West Auckland,54.6333,-1.7333
GBWBF,West Burrafirth,60.3,-1.5333
GBWBY,Wembley,51.55,-0.2833
GBWCB,Whitcombe,50.6833,-2.4
GBWDN,Widnes,53.35,-2.7333
GBWEX,Withernsea,53.7333,0.3333
GBWFD,Wakefield,53.7,-1.4833
GBWFT,Waterfoot,55.0667,-6.0667
GBWGD,West Grinstead,50.9667,-0.3333
GBWGN,Wigan,53.5333,-2.6167
GBWGW,Walsgrave on Sowe,52.4167,-1.4333
GBWHE,Whitehead,54.75,-5.7
GBWHH,Isle of Whithorn,54.7,-4.3667
GBWHL,"Whitehall Village, Stronsay",59.1333,-2.6167
GBWIC,Wick Caithness,58.4333,-3.0833
GBWIG,Wigtown,54.8667,-4.4333
GBWJH,Blewbury,51.55,-1.2333
GBWKI,West Kirby,50.3167,-4.95
GBWKM,Wickham,50.9,-1.1833
GBWKO,Warkworth,55.35,-1.6
GBWL2,Willingham,52.3167,0.6667
GBWLG,Whaligoe,58.3333,-3.1833
GBWLK,Walker,54.9833,-1.55
GBWLS,Wells,-34.6,138.5
GBWLZ,Walls Shetland,60.2167,-1.5667
GBWMB,Wemyss Bay,55.8833,-4.9
GBWMD,West Mainland,60.2167,-1.3833
GBWMS,West Mersea,51.7833,0.9167
GBWND,Warndon,52.2,-2.1667
GBWNL,Whinnyfold,57.3833,-1.8667
GBWNS,Wells-next-the-Sea,52.95,-0.8333
GBWNZ,Walton-on-the-Naze,51.8667,1.2667
GBWOL,North Woolwich,51.5,0.6667
GBWOR,Workington,59.4667,17.3833
GBWOT,Worthing,50.8167,-0.3833
GBWPT,Warrenpoint,59.4833,10.3667
GBWRB,West Loch Tarbert,55.85,-5.4333
GBWRE,Wardle,53.1167,-2.5833
GBWRH,Wareham,50.6833,-2.1167
GBWRN,Warrington,53.3833,-2.6
GBWRY,Westray,49.05,4.0
GBWSM,Weston-Super-Mare,51.35,-2.9667
GBWSP,Weston Point,53.3167,-2.75
GBWTB,Whitby,54.4833,-0.6167
GBWTE,Westerleigh,51.5,-2.4167
GBWTW,Wallsend,54.9833,-1.5333
GBWUF,Wolvey,60.0167,5.8
GBWWE,West Wemyss,56.1333,-3.0833
GBWWW,Hutton Cranswick,51.6167,22.0
GBWXW,Westgate,54.7333,-2.1333
GBWYC,Wychbold,52.2833,-2.1
GBWYK,Wyke Regis,50.5833,-2.4833
GBWYR,Wyre,59.1333,-2.9667
GBWYS,Westbury on Severn,51.8167,-2.4167
GBWYX,West Bay,50.7,-2.75
GBXSS,Seal Sands,54.6333,-1.1333
GBYAP,Yapton,50.8,-0.6
GBYFR,Yell and Fetlar,60.7,-0.9667
GBYLL,Yelland,51.2167,5.8
GBYLW,Holywood,54.6333,-5.8167
GBYMO,Yarmouth,50.7,-1.5
GBYNT,Whitney,52.1167,-3.0833
GBYOS,Lydd on Sea,50.9333,0.95
GBYRK,York,40.7333,-73.9333
GBYTH,Blyth,53.3667,-1.0667
GBYVZ,Stonehouse,42.8333,17.7
GBZOY,Westonzoyland,51.1,-2.9167
GDGRE,Grenville,44.7833,-95.2
GDSTG,Saint George's,3.9,-51.8
GEABK,Sukhumi,43.0,41.0
GEANA,Anaklia,42.4,41.5833
GEIES,Khashmi,41.75,45.1667
GEKUL,Kulevi,42.2667,41.6333
GESPS,Sup'sa,42.0333,41.8
GFCAY,Cayenne,4.9333,-52.3333
GFCCY,Awala-Yalimapo,5.6833,-53.9333
GFDDC,Degrad des Cannes,4.8667,-52.2667
GFLCY,Ouanary,4.2167,-51.6667
GFOYP,Saint-Georges,3.9,-51.8
GFQKR,Kourou,5.15,-52.6333
GFREM,Degrad des Cannes-Pariacabo Pt/Remire,4.8833,-52.2833
GFSLM,Saint-Laurent-du-Maroni,5.5,-54.0333
GGACI,Alderney,49.6833,-2.2
GGGCI,Guernsey,49.4333,-2.5833
GGSPT,Saint Peter Port,49.45,-2.55
GHADA,Ada,-60.7333,-44.7333
GHAUR,Aura,50.45,4.0833
GHAXI,Axim,49.0333,8.3
GHSEK,Sekondi,59.4667,17.3833
GHSPD,Saltpond,59.4667,17.3833
GHTEM,Tema,-44.6167,170.2667
GHWEA,Winneba,43.7667,-94.1833
GIGIB,Gibraltar,69.9667,23.2333
GLAGM,Tasiilaq,65.6,-37.6333
GLDAN,Daneborg,43.25,-89.5
GLFHN,Kangerdluarssoruseg (Faringehavn,43.85,25.9667
GLGOH,Nuuk (Godthaab),64.1833,-51.75
GLJGO,Qeqertarsuaq (Godhavn),47.7,19.1333
GLJGR,Kangilinguit (Gronnedal),4.7167,7.15
GLJHS,Sisimiut (Holsteinsborg),49.5167,12.2333
GLKAN,Kangerlussuaq Havn,66.9667,-50.9333
GLKUL,Kullorsuaq,74.5833,-57.2
GLKUN,Kuummiut,65.8667,-37.0167
GLMML,Maarmorliik,71.1333,-51.2833
GLNAL,Nalunaq Gold Mine,60.3167,-44.9333
GLOBY,Illorqortoormiut (Scoresbysund),-37.9,145.2167
GLSEQ,Seqi Olivine Mine,64.9667,-51.5667
GLTNT,Tiniteqilaaq,65.9,-37.8167
GLTOV,Toqqusaq,64.8667,-52.2
GLUMD,Uummannaq,63.3167,12.5333
GMSUK,Sukuta,13.4,-16.7
GNBEL,Bel-Air,10.2333,-14.4667
GNBFA,Boffa,10.1833,-14.0333
GNBRP,Port de Boke,10.5167,-14.7167
GNCKY,Conakry,59.4667,17.3833
GNDKA,Dubreka,9.7833,-13.5
GNDPL,Dapilon,10.85,-14.5
GNKMC,Kamsar,10.6667,-14.5833
GNKMR,Port-Kamsar,10.65,-14.6167
GNKTG,Katougouma,0.05,-14.45
GNPMT,Dougoula,10.75,-14.55
GNSBY,Moresby,59.4833,10.3667
GPAIF,Baillif,16.0333,-61.7333
GPBBR,Basse-Terre,16.0,-61.7167
GPBMH,Baie-Mahault,16.2667,-61.5833
GPBOU,Bouillante,16.1333,-61.7667
GPCBE,Capesterre-Belle-Eau,16.05,-61.55
GPDHR,Deshaies,16.3,-61.7833
GPFAE,Folle-Anse,15.95,-61.3333
GPFPI,Anse-Bertrand,16.4667,-61.5167
GPGOS,Le Gosier,16.2,-61.4833
GPGRB,Grand-Bourg,15.8833,-61.3
GPMSB,Marigot,18.0667,-63.0833
GPPBG,Petit-Bourg,16.1833,-61.5833
GPPTL,Port-Louis,16.4167,-61.5333
GPPTP,Point-a-Pitre Apt,16.2333,-61.5333
GPSFC,Saint-Francois,16.25,-61.2667
GQBSG,Bata,-23.8833,-46.4167
GQPET,Punta Europa Terminal,3.7833,8.7167
GQSER,Serpentina Terminal,3.8,8.0833
GQSSG,Malabo,61.2167,17.15
GQZAF,Zafiro Terminal,3.85,8.1667
GRACL,Achladi,38.8833,22.8167
GRADL,Adamas Milos,36.7167,24.4333
GRAEF,Agia Efimia,38.3,20.6
GRAEG,Aegina,37.7333,23.4167
GRAEN,Aigion,38.25,22.0833
GRAGA,Agria,39.3333,23.0
GRAGE,Agios Georgios,38.8333,22.8833
GRAGF,Agios Nikolaos Fokidas,38.3333,22.15
GRAGG,Agistri Aiginas,37.7167,23.35
GRAGK,Agiokampos Larissas,39.6833,22.8833
GRAGM,Agia Marina Fthiotidas,38.9,22.5833
GRAGN,Agathonisi,37.45,26.9667
GRAGO,Agios Efstratios,39.5333,24.9833
GRAGT,Agio Theodoroi,37.9167,23.1167
GRAID,Aidipsou,38.85,23.0333
GRAIG,Aigiali Amorgou,36.9,25.9667
GRAIO,Alimos,37.9167,23.7167
GRAKH,Akhillion,39.0,22.9667
GRAKI,Agios Kirykos,37.6167,26.3
GRAKM,Agia Kyriaki (Trikeri Magnisia),39.0833,23.0667
GRAKO,Agios Konstantinos,38.75,22.8667
GRAKT,Aktio Vonitsas,38.95,20.75
GRALG,Plakias,35.1833,24.3833
GRALO,Alonnisos,39.15,23.8667
GRAMF,Amfilochia,38.8667,21.1667
GRAMI,Amoliani,40.3333,23.9167
GRAML,Agia Marina Lerou,37.15,26.85
GRAMR,Agia Marina Aiginas,37.7333,23.5333
GRANA,Anafi,36.35,25.7667
GRAND,Andros,37.8333,24.9333
GRANI,"Agios Nikolaos, Kriti",35.1833,25.7167
GRANL,Agnontas Skopelos,39.0833,23.7
GRANP,Antiparos,37.0333,25.0833
GRANT,Andirrion,38.3333,21.7667
GRAOK,Karpathos,35.5,27.2333
GRAON,Kounoupidiana,35.5333,24.0833
GRAOR,Agiokampos Oreon,38.9333,23.0333
GRAPE,Agia Pelagia,36.3333,22.9833
GRAPL,Amaliapolis,39.1667,22.8833
GRAPV,Asprovalta,40.7167,23.7
GRARD,Arkioi Dodekanissou,37.3833,26.7333
GRARK,Arkitsa,38.75,23.0333
GRARM,Argostolion,38.1833,20.4833
GRARS,Astros,37.4,22.7167
GRARX,Araxos,38.2,21.3833
GRASF,Agios Stefanos Corfu,39.7667,19.95
GRASS,Aspropirgos,38.0667,23.5833
GRAST,Astakos,38.5333,21.0833
GRATA,Atalandi,38.65,23.0
GRATK,Antikyra,38.3833,22.6333
GRATL,Atherinolakos Ierapetras,35.0,26.1333
GRATN,Athinios Thira Santorini,36.3833,25.4167
GRATS,Altsi,35.1667,25.8833
GRAVA,Avlida,38.4,23.6
GRAXD,Alexandroupolis,40.85,25.8667
GRCFU,Kerkira (Corfu),39.6167,19.9167
GRCHQ,Chania,35.5167,24.0167
GRCLK,Chalkida,38.4667,23.5833
GRCSF,Khora Sfakion,35.2,24.1333
GRDAF,Dafni,40.2167,24.2167
GRDIA,Diafanion,35.75,27.2167
GRDIK,Diakofti Kythiron,36.2667,23.0833
GRDMB,Dombraina Boiotias,38.2167,22.95
GRDON,Donousa Kykladon,37.1,25.8
GRDOS,Delos,37.4,25.2667
GRDPA,Drapetzona,37.95,23.6167
GRDRE,Drepano Riou,38.3333,21.85
GRDSD,Prosotsani,41.1833,23.9667
GREDI,Edipsos,38.8667,23.0333
GREEU,Eleusina,38.0333,23.5333
GREGI,Eginion,40.4833,22.5833
GRELN,Elafonissos Lakonias,36.5167,22.9833
GRELT,Eleftheres,40.85,24.3167
GREPI,Epidavros,37.6333,23.15
GRERE,Eretria,38.4,23.8
GRERK,Ereikousses Diapontioi Islands,39.8667,19.5667
GRERM,Ermioni,37.3833,23.25
GRERY,Erythres,38.2167,23.3167
GRETK,Eratini,38.3667,22.2333
GREYD,Eydilos,37.6333,26.1833
GRFAM,Farmakonissi Dodekanissos,37.2833,27.0833
GRFIS,Fiskardo,38.45,20.5667
GRFLS,Eleusis,38.0333,23.5333
GRFNR,Faneromeni Salaminas,37.9833,23.4167
GRFOL,Folegandros,36.6167,24.95
GRFOU,Fournoi,37.5,26.5
GRGAD,Gavdos Chanea,34.85,24.1167
GRGAL,Galatas Troizinas,37.5,23.45
GRGAV,Gavrion,37.8833,24.7333
GRGFD,Glyfada,37.8667,23.75
GRGLO,Glossa,39.1667,23.6167
GRGLX,Galaxidi,38.3833,22.3833
GRGLY,Glyfa Fthiotidas,38.95,22.9667
GRGMA,Agia Marina Grammatikou Attikis,38.1833,24.0667
GRGOV,Gouvion,39.65,19.85
GRGPA,Patras,38.2333,21.7167
GRGYT,Gythion,36.7667,22.5667
GRHAL,Halki Dodekanison,36.2167,27.6
GRHER,Heraklion (Iraklion),35.3333,25.1667
GRHER,Iraklion (Heraklion),35.3333,25.1667
GRHRK,Herakleia Kykladon,36.8667,25.4667
GRHYD,Hydra (Idhra),37.35,23.4667
GRHYD,Idhra (Hydra),37.35,23.4667
GRIER,Ierapetra,35.0,25.7333
GRIES,Ierissos,40.3833,23.8833
GRIGO,Igoumenitsa,39.5,20.2667
GRINO,Inousses,38.5167,26.2167
GRIOS,Ios,36.7167,25.2667
GRITA,Itea,38.4333,22.4167
GRITH,Ithaki (Ithaca),38.3667,20.7167
GRITM,Isthmia,37.9167,23.0
GRJKH,Chios,38.3667,26.1333
GRJMK,Mykonos,37.45,25.3333
GRJNX,Naxos,37.1,25.3833
GRJSH,Siteia,35.2,26.1167
GRJSI,Skiathos,39.1667,23.4833
GRJSY,Syra (Syros),60.1667,5.4667
GRJSY,Syros (Syra),60.1667,5.4667
GRJTR,Thira,36.4167,25.4333
GRJTY,Astypalaia,36.55,26.35
GRKAG,Karkinagri Ikarias,37.5167,26.0167
GRKAH,Kato Achaia,38.15,21.55
GRKAI,Kalamos Island (Lefkada),38.6167,20.9167
GRKAK,Katakolon,37.65,21.3167
GRKAP,Kapsalion (Kythira),36.15,23.0
GRKAR,Neon Karlovasion,37.8,26.6833
GRKAS,Kastellorizou (ex Megisti),36.15,29.6
GRKDM,Kardamyla,38.5333,26.1
GRKEA,Kea (Tzia),37.65,24.3167
GRKEF,Kefalos Ko,36.7333,26.9667
GRKEI,Katerini,40.2667,22.5
GRKEM,Kosta Ermionidas,37.3,23.1667
GRKER,Keramoti,40.8667,24.7
GRKGS,Kos,36.8667,27.25
GRKIM,Kimi (Kymi),38.6333,24.1
GRKIM,Kymi (Kimi),38.6333,24.1
GRKIN,Koilas Ermionidos,37.4167,23.1333
GRKIO,Kiato,38.0,22.75
GRKIP,Kiparissia,37.25,21.6667
GRKIS,Kastelli Kissamou,35.5167,23.6333
GRKLD,Kalathos Rodou,36.1167,28.0667
GRKLI,Klima,39.1333,23.65
GRKLL,Kalilimenes,34.9333,24.8
GRKLM,Kalamaki,37.9167,23.0167
GRKLX,Kalamata,37.0333,22.1167
GRKMI,Kalymnos,36.95,26.9833
GRKMS,Kimolos,36.7833,24.5833
GRKNS,Kontias Limnou,39.8333,25.15
GRKOF,Koufonissia Kykladon,36.9333,25.6
GRKPS,Kopanos,40.6333,22.1167
GRKRE,Kamares Sifnos,36.9833,24.6667
GRKRM,Kardamaina Kos,36.7833,27.15
GRKRT,Korinthos,37.9333,22.9167
GRKSA,Kassiopis,39.7833,19.9167
GRKSI,Kastos Island,38.5667,20.9167
GRKSJ,Kassos,35.4167,26.9167
GRKSK,Kamiros Skala,36.2667,27.8167
GRKSP,Kassiopi Corfu,39.7833,19.9167
GRKST,Karystos,38.0167,24.4167
GRKTP,Katapola,36.8333,25.8667
GRKTS,Keratsinion,37.9667,23.6
GRKVA,Kavala,40.9333,24.4
GRKYL,Kyllini,37.9333,21.15
GRKYM,Kimasi,38.8,23.5167
GRKYT,Kythnos,37.3833,24.4
GRLAR,Lardos Rhodes,36.0667,28.0333
GRLAV,Laurium (Lavrion),37.7167,24.0667
GRLAV,Lavrion (Laurium),37.7167,24.0667
GRLDR,Lindos Rodou,36.1,28.0833
GRLEF,Lefkandi,38.4167,23.6833
GRLEV,Lefkada (Lefkas),38.8333,20.7
GRLEV,Lefkas (Lefkada),38.8333,20.7
GRLFK,Lefkimmi,39.4167,20.1
GRLIA,Linaria,38.85,24.5333
GRLII,Limni,38.7667,23.3167
GRLIN,Linoperamata Hrakliou,35.35,25.05
GRLIP,Lipsoi,37.2833,26.7667
GRLIX,Lixuri,38.2,20.4333
GRLND,Leonidion,37.15,22.9
GRLRS,Leros,37.1833,26.8
GRLRY,Larymna,38.5667,23.2833
GRLTR,Loutro Chanion,35.2,24.0833
GRLVR,Aliverio,38.4,24.05
GRM8L,Magoula,39.8167,22.0833
GRMDR,Moudhros,39.8667,25.2667
GRMEA,Methana,37.5833,23.55
GRMEG,Megalon Livadion,37.15,24.4167
GRMEL,Mesolongion,38.3667,21.4333
GRMEN,Menidi,39.0333,21.1167
GRMET,Methoni,36.8167,21.7167
GRMGL,Magoula,38.0833,23.5167
GRMGN,Meganisi,38.6667,20.75
GRMHI,Mesta Hiou,38.2833,25.9333
GRMJT,Mytilene,39.1,26.55
GRMKP,Marathokampos Samou,37.7,26.7
GRMOL,Molyvos,39.3667,26.15
GRMON,Monemvasia,36.6833,23.05
GRMOU,Moutsouna,37.0833,25.5833
GRMPO,Mpoukaris,39.45,19.9833
GRMRM,Marmari,38.05,24.3167
GRMRS,Myrties Kalymnou,36.9833,26.9167
GRMSA,Malessina,38.65,23.2333
GRMSS,Messongis,39.4667,19.9333
GRMTR,Mathraki Diapontioi Island,39.7833,19.5167
GRMVO,Moni Vatopediou,40.3,24.2
GRMXK,Mastichari Kos,36.85,27.0667
GRMYB,Myrtos Beach,38.35,20.5333
GRMYL,Mylaki,38.3833,24.0667
GRMYR,Mirina,39.8667,25.0667
GRNAF,Nafplion,37.5667,22.8
GRNAR,Nea Artaki,38.5167,23.6333
GRNAS,Naoussa Parou,37.1167,25.2333
GRNEA,Neapolis,36.5,23.0667
GRNID,Nidhrion,38.7,20.7167
GRNIS,Nisiros,36.6167,27.1333
GRNKA,Nea Kallikratia,40.3167,23.0667
GRNKV,Nea Karvali,40.9667,24.5167
GRNMA,Nea Moudhania,40.2333,23.2833
GRNPK,Navpaktos,38.4,21.8333
GRNPY,Nea Playia,40.2667,23.2
GRNST,Nea Stira,38.1833,24.2
GROIK,Oia Kyklades,36.4667,25.3833
GRORE,Orei,38.95,23.0833
GRORO,Oropos,38.3167,23.7833
GROTH,Othonoi,39.85,19.4
GROTO,Agios Stefanos Avliotes,39.75,19.65
GROUR,Ouranopolis,40.3167,23.9833
GRP5T,Platy,40.6333,22.5333
GRPAA,Psara,38.5333,25.5667
GRPAO,Paloukia,37.9667,23.5333
GRPAR,Parga,39.2833,20.4
GRPAS,Paros,37.0833,25.15
GRPAX,Paxi,39.2,20.1833
GRPCH,Paleochora,35.2167,23.6667
GRPEB,Petani Beach,38.2667,20.3667
GRPEL,Pelasyia,38.95,22.8333
GRPEP,Palaia Epidavros,37.6333,23.15
GRPER,Perama,37.9667,23.55
GRPFA,Palaia Fokaia,37.7167,23.95
GRPGM,Perama Geras Mytilinis,39.0333,26.5
GRPHE,Porto Heli,54.6,18.8
GRPIA,Platania,39.1333,23.2667
GRPIL,Agia Galini,35.0833,24.6833
GRPIR,Piraeus,37.9333,23.6167
GRPIS,Pissaetos Ithakis,38.35,20.6833
GRPIT,Pitra,36.6833,22.8333
GRPKE,Poros Kefallinias,-21.3,165.7167
GRPKI,Prassa Kimolos,36.8167,24.5833
GRPKK,Lakkion,37.1333,26.85
GRPLC,Polychnitos Lesvou,34.1,26.1667
GRPLG,Platygiali Etoloakarnanias,38.4667,21.1
GRPLI,Pyli,40.7667,21.0333
GRPLM,Plomarion,38.9833,26.3667
GRPLV,Petra,39.3333,26.1833
GRPME,Pachi,37.9667,23.35
GRPMS,Patmos,37.3167,26.55
GRPNT,Ormos Panormou,37.65,25.05
GRPOA,Potamos Antikithera,35.8833,23.2833
GRPPI,Prinos Thassou,40.75,24.5667
GRPRE,Petries Evvoias,38.4,24.1833
GRPRN,Prasonisi Rhodes,35.8833,27.7667
GRPRO,Proti,40.95,24.0
GRPRR,Perea,40.5,22.9
GRPSA,Psakhna,38.5833,23.6333
GRPSE,Phserimos Dodekanisou,36.9333,27.1333
GRPSF,Paleohora Sfakion,35.2,24.1333
GRPSK,Pessada Kefallinnias,38.1,20.5833
GRPTC,Petriti,39.45,20.0
GRPTE,Pteleos,39.0333,22.9833
GRPTI,Plataria,39.45,20.2833
GRPTK,Politika,38.5833,23.55
GRPTL,Lagos (Porto-Lago),41.0167,25.1167
GRPTR,Poros Trizinias,-21.3,165.7167
GRPVK,Preveza/Lefkas,59.4833,10.3667
GRPXO,Antipaxoi,39.15,20.2333
GRPYL,Pylos,36.9,21.6833
GRPYR,Pyrgos,60.1667,5.4667
GRPYT,Pythagoreion,37.7,26.95
GRPYV,Peyki Evvoias,39.0,23.2167
GRRET,Rethymnon,35.3667,24.4667
GRREV,Revithoussa,37.95,23.3833
GRRHO,Rhodes,-33.8333,151.0833
GRRIO,Rio,43.45,-89.2333
GRRIZ,Rizes,36.2333,22.95
GRROU,Agia Roumeli,35.2333,23.9667
GRSAI,Sami,38.25,20.65
GRSAL,Salamis,37.9667,23.4833
GRSAM,Samothraki,40.4833,25.5167
GRSAT,Frikes Ithakis,38.4667,20.6667
GRSCR,Stavrochorion,59.4667,17.3833
GRSDH,Souda,35.5167,24.1333
GRSER,Seriphos,37.15,24.5
GRSFN,Souflion,41.2,26.3167
GRSGB,Saint George,32.3833,-64.6833
GRSGI,Sigrion,39.2167,25.85
GRSGR,Sigri Lesvou,39.2167,25.8333
GRSGT,Sagiada Thesprotias,39.6333,20.1833
GRSHA,Stavros Halkidikis,37.9667,23.6833
GRSHC,Schinousa Kykladon,36.8667,25.5
GRSHI,Shinari Zakynthou,37.9,20.7
GRSII,Sikinos,36.7,25.1167
GRSIK,Sikionia,59.4667,17.3833
GRSKA,Skaramangas,38.0,23.5833
GRSKD,Skafidia,37.7,21.3333
GRSKG,Thessaloniki,40.6333,22.95
GRSKM,Skaloma,39.6167,20.1833
GRSKO,Skopelos,39.0833,23.7
GRSKU,Skiros,38.9,24.5667
GRSLA,Souvala,37.7667,23.4833
GRSMI,Samos,60.1667,5.4667
GRSNK,Salonika,59.4667,17.3833
GRSOG,Sougia Chanion,35.2,23.8
GRSOI,Soroni,36.3667,28.0
GRSOS,Assos,38.3833,20.5333
GRSOU,Soussaki,37.9167,23.05
GRSPE,Spetsai,37.2667,23.15
GRSTI,Stratoni,57.8833,19.0167
GRSTN,Saint Nicolas,38.35,22.6833
GRSUD,Suda Bay,49.05,4.0
GRSYM,Symi,36.6,27.8333
GRSYS,Stylis (Stylida),38.9167,22.6167
GRSYS,Stylida (Stylis),38.9167,22.6167
GRSYV,Syvota,39.4,20.2333
GRTEM,Artemis,37.9667,24.0
GRTHM,Thymaina Island,37.5833,26.45
GRTHP,Thisvi Port,38.2167,22.95
GRTIL,Tilos,36.4167,27.3667
GRTIN,Tinos,37.5333,25.1667
GRTLA,Tolo Argolidos,37.5167,22.85
GRTRK,Trikeri,39.0833,23.0667
GRTRS,Thirasia,36.4333,25.35
GRTRY,Trypiti Chalkidikis,40.3667,23.9167
GRTSA,Benitsa,39.55,19.9
GRTSI,Tsingeli,39.1667,22.85
GRTSO,Thasos,60.1667,5.4667
GRTVR,Tavros,37.9667,23.6833
GRVAB,Vatika Bay,36.5,23.0333
GRVLC,Volissos (Limnia) Chios,38.4667,25.9167
GRVLM,Vouliagmeni,37.8167,23.7833
GRVOL,Volos,39.3667,22.95
GRVOM,Voudia Milos,36.75,24.5333
GRVRI,Vrisakia,38.5667,23.6
GRVSS,Vassiliki Leykadas,38.6167,20.5833
GRVTH,Port Vathy (Vathy),37.75,26.9833
GRVTH,Vathy (Port Vathy),37.75,26.9833
GRXIR,Xirokampos Leros,37.1167,26.8667
GRXKB,Xirokambion,36.9667,22.45
GRXYT,Xylokeratia Milos,36.6667,24.3667
GRXZX,Elaiokhoria,40.3333,23.1667
GRYAL,Yaltra,38.85,22.9833
GRYER,Yerakini,40.2833,23.45
GRYPS,Ypsos,39.7,19.8333
GRZAQ,Serifos,37.15,-24.5
GRZTH,Zakynthos,37.7833,20.9
GSGRV,Grytviken,-54.2667,-36.5
GSLEH,Leith Harbour,55.95,-3.1667
GTCHR,Champerico,14.3,-91.9167
GTE8C,El Carmen,15.15,-90.2333
GTELE,El Estor,69.0167,15.1333
GTLAA,La Aurora,39.05,-84.9
GTLIV,Livingston,15.8333,-88.75
GTPBR,Puerto Barrios,36.7167,25.2667
GTRIO,Rio Bravo,14.4,-91.3167
GTSNJ,San Jose,9.9333,-84.0833
GTSTC,Puerto Santo Tomas de Castilla,15.7,-88.6167
GUBRR,Barrigada,13.4667,144.7833
GUGUM,Guam,-5.1,-36.3167
GWBNT,Binta,12.4167,-15.3167
GWBOL,Bolama,11.5833,-15.4667
GWBQE,Bubaque,11.2833,-15.8333
GWCAC,Cacheu,12.2667,-16.15
GWCJA,Canjaja,12.3833,-15.35
GWFAR,Farim,12.4833,-15.2167
GWOXB,Bissau,11.85,-15.5833
GYANT,Adventure,7.0833,-58.4833
GYEVR,Everton,6.9167,-58.3333
GYGEO,Georgetown,13.2667,-61.1167
GYGFO,Bartica,42.0833,19.0833
GYLDN,Linden,6.0,-58.2833
GYNAM,New Amsterdam,52.4,4.8167
HK9YM,Yau Ma Tei,22.3167,114.1667
HKABD,Aberdeen,22.25,114.15
HKCWB,Causeway Bay,22.2833,114.1833
HKHKC,Ha Kwai Chung,22.3667,114.1167
HKHKG,Hong Kong,22.3167,114.1667
HKKWN,Kowloon,22.3,114.1667
HKTST,Tsim Sha Tsui,22.3,114.1667
HKVIC,Victoria,48.4333,-123.35
HKWNI,Wan Chai,22.2833,114.1667
HKYUE,Yuen Long,59.4667,17.3833
HMHEA,Heard Island,-53.0833,73.7167
HMMCD,McDonald Island,-53.0333,72.5833
HNAMP,Amapala,61.2167,17.15
HNOMO,Omoa,15.7667,-88.0333
HNRTB,Roatan,16.3,-86.55
HNRTM,Mahogany Bay,16.3333,-86.5
HNSAP,San Pedro Sula,-33.6833,-59.1667
HNSLO,San Lorenzo,1.25,-78.8333
HNTEA,Tela,51.5,3.4667
HR9SA,Velika Mlaka,45.7333,16.0167
HRALJ,Aljmas,45.5333,18.95
HRATL,Antenal,45.3167,13.55
HRBAK,Bakar,45.3,14.5167
HRBAS,Baska,44.9667,14.75
HRBAT,Batina,45.8667,18.8667
HRBLC,Belisce,45.7,18.4167
HRBLE,Blace,43.0167,17.4833
HRBNM,Biograd na Moru,43.9333,15.45
HRBOL,Bol,43.2667,16.65
HRBOR,Borovo,45.3667,18.9667
HRBRB,Brbinj/Lucina,44.0833,15.0
HRBRI,Brioni,44.9,13.75
HRBRV,Borovo Selo,45.4167,18.9833
HRBZA,Bozava,44.1333,14.9
HRCRA,Crikvenica,45.1833,14.7
HRCRS,Cres,44.95,14.4
HRCVT,Cavtat,42.5667,18.2167
HRDAL,Dalmacia,44.05,15.3
